"token", rating
"pleasant", 7.0
"seven", 7.0
"christmas", 7.00355633112
"central", 7.03267368943
"died", 7.03882940914
"books", 7.04191139559
"surprisingly", 7.04543266768
"cold", 7.04660201455
"familiar", 7.05054239433
"recent", 7.05610626709
"law", 7.06585694106
"forgotten", 7.08351384224
"present", 7.08868518611
"joe", 7.11463714561
"highly", 7.11504120527
"moving", 7.14535078808
"places", 7.1562150089
"french", 7.1570930831
"meets", 7.17463235022
"drawn", 7.17679716815
"oscar", 7.1836258467
"sees", 7.20285306276
"loved", 7.21470617331
"nature", 7.2228032622
"recently", 7.22864874411
"era", 7.22923236472
"realistic", 7.23839330429
"perfect", 7.25359239542
"jack", 7.25839674051
"slowly", 7.26956897237
"brings", 7.27438350857
"favorite", 7.32115192206
"solid", 7.32209880338
"glad", 7.32945347113
"mary", 7.33299557604
"dancing", 7.34903333462
"memorable", 7.349503303
"pictures", 7.35512160931
"audiences", 7.36569728851
"excellent", 7.40183381077
"today", 7.41118870148
"italian", 7.42072874418
"costumes", 7.42167754643
"twists", 7.42954347246
"puts", 7.43185995191
"nicely", 7.43633637801
"soul", 7.43810533023
"detective", 7.43823358485
"flaws", 7.44188410914
"william", 7.44505659418
"language", 7.452806483
"approach", 7.45677008271
"include", 7.48355352325
"chemistry", 7.49169237291
"lose", 7.49316458408
"unlike", 7.49486345329
"wild", 7.50898159946
"intriguing", 7.5167893871
"emotional", 7.51758790775
"intelligent", 7.52020265315
"fantasy", 7.52569539281
"brilliant", 7.53324201103
"culture", 7.53415993537
"political", 7.53444805706
"younger", 7.53617952866
"holds", 7.54197073428
"social", 7.54599778452
"questions", 7.55498952231
"singing", 7.55847051875
"trip", 7.5612281479
"unusual", 7.59288826763
"wonderful", 7.60767101089
"greatest", 7.64841581543
"amazing", 7.6691891695
"key", 7.68771367427
"escape", 7.68967985766
"remains", 7.69680121024
"impressive", 7.69905810514
"society", 7.70538822115
"century", 7.71224679797
"popular", 7.73768423126
"personally", 7.74526674514
"win", 7.75622904319
"adventure", 7.81905326193
"offers", 7.82716751736
"visual", 7.84168047087
"likable", 7.90419369891
"terms", 7.91500289603
"noir", 7.95884631359
"sweet", 7.9773950536
"apartment", 8.0
"brutal", 8.0
"debut", 8.0
"ground", 8.0
"image", 8.0
"lovers", 8.0
"man's", 8.0
"paris", 8.0
"personality", 8.0
"proves", 8.0
"quiet", 8.0
"step", 8.0
"steve", 8.0
"unexpected", 8.0
"witty", 8.0
"length", 8.00450718371
"fellow", 8.02955058509
"photography", 8.0296901925
"marriage", 8.0321769173
"minor", 8.0490778044
"paced", 8.0503002162
"addition", 8.06101990099
"la", 8.06160757665
"masterpiece", 8.12029585761
"frank", 8.27349047655
"charm", 8.35477732069
"color", 8.40064709081
"innocent", 8.42069424714
"themes", 8.44354975503
"provides", 8.45802717463
"knowing", 8.46035619826
"charming", 8.4604959922
"brothers", 8.46883334787
"adult", 8.47081626404
"catch", 8.47245936299
"animated", 8.48399522697
"ride", 8.48731108659
"pleasure", 8.50103759515
"element", 8.50721024993
"intense", 8.50748306716
"justice", 8.51073090141
"delivers", 8.51124120071
"historical", 8.51593022746
"winning", 8.51828575874
"friendship", 8.52484466385
"smith", 8.53329120253
"lovely", 8.53631012481
"sent", 8.54343222099
"contains", 8.54471276125
"loves", 8.54875139271
"subtle", 8.55063219426
"fully", 8.55398422978
"edge", 8.55552987388
"helps", 8.55887698596
"master", 8.57075419812
"fascinating", 8.57701673561
"touch", 8.58322648924
"portrayal", 8.59408923285
"compelling", 8.60615186232
"recommended", 8.60718460551
"complex", 8.60886048885
"gorgeous", 8.61442066321
"natural", 8.62778507254
"images", 8.62783903302
"journey", 8.62875466027
"support", 8.6432484717
"relationships", 8.64524794297
"terrific", 8.64830763922
"unique", 8.65659004016
"finding", 8.65763414083
"powerful", 8.66551139679
"normal", 8.66850777579
"appreciate", 8.69069394095
"beauty", 8.69333690774
"touching", 8.7030197889
"adds", 8.70775012765
"won", 8.71169662985
"stunning", 8.71232858545
"disney", 8.71552587566
"fiction", 8.73616797152
"fresh", 8.74766047297
"rare", 8.75837107453
"humour", 8.77702524397
"beautifully", 8.79908251432
"perfectly", 8.80745853347
"fantastic", 8.82189294836
"spirit", 8.86114208296
"delightful", 8.89096640347
"superb", 8.91777399531
"silent", 8.94503888755
"date", 8.94743475805
"jim", 8.95003356101
"stands", 8.95138166221
"equally", 8.95241983057
"inspired", 8.96216306781
"loving", 8.98680709486
"impact", 8.99743649908
"spot", 8.99850604422
"actions", 9.0
"billy", 9.0
"bruce", 9.0
"event", 9.0
"helped", 9.0
"includes", 9.0
"information", 9.0
"keeping", 9.0
"listen", 9.0
"moral", 9.0
"ordinary", 9.0
"professional", 9.0
"rarely", 9.0
"reminded", 9.0
"summer", 9.0
"surprising", 9.0
"understanding", 9.0
"wanting", 9.0
"warm", 9.0
"treat", 9.0116883366
"magic", 9.02717815812
"deeply", 9.03014823959
"tragic", 9.03985134113
"share", 9.04067339545
"comedies", 9.04929462004
"emotions", 9.06967629392
"moved", 9.07250631619
"wonderfully", 9.09193273904
"gem", 9.09367553752
"thanks", 9.11974307128
"award", 9.12518023496
"season", 9.1898478921
"outstanding", 9.19236101605
"incredible", 9.20836873454
"available", 9.2416456927
"awesome", 9.26926370549
"lived", 9.38916386058
"issues", 9.44134212946
"underrated", 9.45865505207
"captures", 9.46382453288
"feelings", 9.49245866542
"brilliantly", 9.49442969752
"impressed", 9.50045385483
"adults", 9.50132341795
"south", 9.50132341795
"spectacular", 9.50318607946
"tragedy", 9.50439083132
"dreams", 9.50867495106
"smart", 9.52100101663
"festival", 9.52191564002
"thoroughly", 9.53080359523
"joy", 9.54561651699
"born", 9.54620708803
"genius", 9.55429470118
"critics", 9.56642364123
"emotion", 9.57454679032
"remarkable", 9.57681208156
"finest", 9.58867494463
"favourite", 9.60495371416
"tears", 9.62818028667
"r", 10.0
"week", 10.0
"afraid", 10.0
"ages", 10.0
"americans", 10.0
"childhood", 10.0
"collection", 10.0
"continue", 10.0
"creates", 10.0
"creative", 10.0
"dad", 10.0
"deserved", 10.0
"epic", 10.0
"everybody", 10.0
"favorites", 10.0
"forever", 10.0
"funniest", 10.0
"growing", 10.0
"hasn't", 10.0
"independent", 10.0
"magnificent", 10.0
"memories", 10.0
"remembered", 10.0
"smile", 10.0
"tape", 10.0
"tony", 10.0
"u", 10.0
"versions", 10.0
"vhs", 10.0
"actresses", 10.0
