"signature_id",signature,product,"product_version"
2492,"ActiveX component download (Adware)",ToolbarCC,681
2850,"Installer (Trojan)","HotBar.E_19",3386
1874,"Installer (Trojan)","Psyme.HX_2",3386
1484,"Keylogger Executable (Trojan)","PWS.Win32.Scofted",3349
4432,"ActiveX component download (Adware)",KeenValue,530
2305,"ActiveX component download (Adware)","About_Blank",980
279,"ActiveX component download (Adware)","Search_Miracle",844
656,"ActiveX component download (Adware)",CoolWebSearch,599
2825,"Integrated Search Tech Tbar.gen.81 (Adware)",ISTbar,572
2354,"ActiveX component download (Adware)",eZula,9
1306,"ActiveX component download (Adware)",BDE,464
1157,"ActiveX component download (Dialer)",Comload,470
4252,"Installer (Trojan)","SystemSecurity.AL_84",3386
1927,"ActiveX component download (Adware)",20x2p,1748
3741,"Installer (Trojan)","HotBar.E_46",3386
3344,"ActiveX component download (Adware)","Search_Toolbar",1791
1530,"ActiveX component download (Adware)",CoolWebSearch,599
3020,"ActiveX component download (Adware)","About_Blank",980
1292,"Installer (Commercial Monitoring Software)",zzToolbar,3262
2458,"ActiveX component download (Adware)","About_Blank",980
4402,"ActiveX component download (Dialer)",MoneyTree,489
645,"ActiveX component download (Adware)","Search_Miracle",844
628,"ActiveX component download (Adware)",KeenValue,530
4622,"ActiveX component download (Adware)",CoolWebSearch,599
394,"ActiveX component download (Adware)","Search_Miracle",844
2895,"Jetz_Rampage Setup Download jetzrampage.exe (Adware)","Bundled-Software",100
3433,"ActiveX component download (Dialer)","Instant-Access",817
1461,"(Trojan)","XP-Police",3281
1825,"Installer (Trojan)","OnlineGames.BNKB_22",3386
2088,"ActiveX component download (Adware)","Search-Relevancy",1197
2983,"PacFish Setup Download PacFishSetup.exe (Adware)","Bundled-Software",100
115,"ActiveX component download (LoyaltyWare)",TopMoxie,739
4615,"ActiveX component download (Adware)",CoolWebSearch,599
4462,"ActiveX component download (Adware)",Whazit,543
3065,"WAV-MP3 Converter Encoder Setup Download orange_encoder.exe (Adware)","Bundled-Software",100
2283,"ActiveX component download (Adware)",NewtonKnows,513
987,"ActiveX component download (Adware)","About_Blank",980
3230,"ActiveX component download (Adware)",CoolWebSearch,599
1776,"ActiveX component download (Adware)",FreeScratchAndWin,478
1835,"Installer (Trojan)","Bredolab.GGK",3386
2469,"ActiveX component download (Adware)",Fastseeker,635
4473,"ActiveX component download (Adware)",SearchSquire,584
169,"ActiveX component download (Dialer)","Unknown-Dialers",403
3479,"Setup Download phazebar.exe (Adware)",PhazeBar,2531
1706,"Installer (Trojan)","FakeAV.BW_6",3386
779,"ActiveX component download (Adware)","Search_Miracle",844
4582,"ActiveX component download (Adware)",CoolWebSearch,599
3245,"ActiveX component download (Adware)",CoolWebSearch,599
4099,"Cab Download (Adware)","Comet-Cursor",428
3195,"ActiveX component download (Adware)",CoolWebSearch,599
3217,"ActiveX component download (Adware)",CoolWebSearch,599
3686,"Installer (Trojan)","Kraddare.CA_23",3386
2557,"Installer (Trojan)","Nieguide.AA_37",3386
3728,"Installer (Trojan)","HotBar.E_38",3386
3507,"Installer (Trojan)","HotBar.E_25",3386
1067,"ActiveX component download (Adware)",CoolWebSearch,599
2437,"ActiveX component download (Adware)","About_Blank",980
994,"ActiveX component download (Adware)","About_Blank",980
1726,"Installer (Trojan)","Cosmu.XET",3386
2415,"ActiveX component download (Adware)","About_Blank",980
4092,"Download euniverse.exe (Adware)",xxxtoolbar,572
4547,"ActiveX component download (Adware)",CoolWebSearch,599
3757,"Installer (Trojan)","Sidetab_2",3386
3574,"Installer (Trojan)","Ezula.GO",3386
3163,"ActiveX component download (Adware)",CoolWebSearch,599
659,"ActiveX component download (Adware)",ExpExt,1216
1076,"WeatherBug (Adware)",AWS,2178
1833,"Installer (Trojan)","Emelent.MT",3386
3335,"ActiveX component download (Adware)",DownloadCoach,1336
623,"ActiveX component download (Adware)",Mirar,637
4470,"ActiveX component download (Dialer)",AccessPlugin,583
4486,"ActiveX component download (Adware)",CoolWebSearch,599
1244,"Protection Installer (Adware)",Live,3231
907,"ActiveX component download (Adware)","About_Blank",980
392,"ActiveX component download (Adware)","Search_Miracle",844
1616,"Installer (Trojan)","Oficla.DQ",3386
298,"ActiveX component download (Adware)","Search_Miracle",844
606,"ActiveX component download (LoyaltyWare)",CasinoRewards,1255
1260,"Toolbar Executable (Adware)",Direct,3242
1061,"ActiveX component download (Dialer)",Progetto,2451
2093,"Installer (Trojan)","BonusCash.AB_24",3386
1712,"Installer (Trojan)","FakeAV.BT_6",3386
2029,"Installer (Trojan)","Searchbar.A_10",3386
1425,"(Commercial Monitoring Software)","KeyLogger.BJS",3075
846,"Installer (Trojan)","OnLineGames.VXRD",3386
2009,"ActiveX component download (Adware)",CoolWebSearch,599
3635,"Installer (Trojan)","ArchSMS.RW_2",3386
4614,"ActiveX component download (Adware)",CoolWebSearch,599
2709,"Artisan CD/DVD Burner Setup Download setup.exe (Adware)","Bundled-Software",100
4197,"ActiveX component download (Adware)",SideSearch,766
2516,"ActiveX component download (DataMiner)","Alexa-Toolbar",418
3297,"ActiveX component download (Adware)",INetBar,1644
1713,"Installer (Trojan)","Sopiclick.A_6",3386
640,"ActiveX component download (Adware)","Search_Miracle",844
1543,"Executable (Adware)",PG2009,3371
2421,"ActiveX component download (Adware)","About_Blank",980
1011,"ActiveX component download (Dialer)",IEAccess,456
2350,"ActiveX component download (Adware)",KeenValue,530
4519,"ActiveX component download (Adware)",CoolWebSearch,599
2299,"ActiveX component download (Adware)","About_Blank",980
4511,"ActiveX component download (Adware)",CoolWebSearch,599
4227,"ActiveX component download (Adware)",Searchforit,860
1964,"Installer (Trojan)","Swisyn.AUBE",3386
3464,"ActiveX component download (Dialer)",Cytainment,2590
3782,"Installer (Trojan)","InstallCore_14",3386
1681,"Installer (Trojan)","CasOnline_12",3386
2366,"ActiveX component download (Adware)","About_Blank",980
2483,"ActiveX component download (Adware)",Coolsavings,653
4605,"ActiveX component download (Adware)",CoolWebSearch,599
1985,"Installer (Trojan)","Bifrose.NIN",3386
1703,"Installer (Trojan)","Cutwail.AY",3386
2227,"ActiveX component download (Dialer)",MoneyTree,489
3389,"ActiveX component download (Trojan)","G_Spot",1654
1442,"Variant (Adware)","BHO.EZQ",3327
1202,"z0mbie executable (Trojan)",pseudoRAT,3207
4316,"ActiveX component download (Dialer)",IEAccess,456
1549,"ImageSpyer Installer RAR  (Miscellaneous)",Steganography,3373
4561,"ActiveX component download (Adware)",CoolWebSearch,599
2482,"ActiveX component download (Adware)",iGetNet,422
933,"ActiveX component download (Adware)","About_Blank",980
99,"ActiveX component download (Adware)","Search_Miracle",844
3265,"ActiveX component download (Adware)",DialerPlatform,1152
2349,"ActiveX component download (Adware)","About_Blank",980
3937,"Installer (Trojan)","VirusCure.AA_22",3386
1900,"Installer (Trojan)","MalAgent.A_189",3386
1320,"Installer (Miscellaneous)","ZombGet.03",3282
1732,"ActiveX component download (Adware)",FreeScratchAndWin,478
1501,"(Commercial Monitoring Software)","SpyAgent.B",22
1207,"Installer (Trojan)",OneStepSearch,3210
1007,"ActiveX component download (Dialer)",IEAccess,456
2832,"Integrated Search Tech Tbar.gen.88 (Adware)",ISTbar,572
4623,"ActiveX component download (Adware)",CoolWebSearch,599
2002,"Installer (Trojan)","Relevant.BA_2",3386
839,"ActiveX component download (Adware)",123mania,940
2845,"Integrated Search Tech Tbar.gen.99 (Adware)",ISTbar,572
3239,"ActiveX component download (Adware)",CoolWebSearch,599
2020,"Installer (Trojan)","Kraddare.AR_2",3386
781,"ActiveX component download (Adware)","Search_Miracle",844
3925,"Installer (Trojan)","XPAntiSpyware.AG_5",3386
818,"ActiveX component download (Adware)",AdBlock,868
3770,"Installer (Trojan)","EoRezo.J_4",3386
4221,"ActiveX component download (Dialer)","Dialer.Mostrar",2119
1500,"ActiveX component download (Adware)",CnsMin,469
3953,"Installer (Trojan)","HotBar.M_21",3386
2468,"ActiveX component download (Adware)","Web-Behavior",634
2085,"Installer (Trojan)","Kraddare.AQ_2",3386
4556,"ActiveX component download (Adware)",CoolWebSearch,599
4307,"ActiveX component download (Adware)",URLBlaze,743
925,"ActiveX component download (Adware)","About_Blank",980
3098,"Installer (Trojan)","Kraddare.CB_4",3386
3258,"ActiveX component download (Adware)",DialerPlatform,1152
660,"ActiveX component download (Adware)",Huntbar,426
4060,"Setup Download netobserve-setup-sw.exe (Commercial Monitoring Software)",NETObserve,354
4442,"ActiveX component download (Adware)",KeenValue,530
3753,"Installer (Trojan)","Yabector.F",3386
3700,"Installer (Trojan)","Pidief.CWL_2",3386
3895,"Installer (Trojan)","Kraddare.GQ_2",3386
3737,"Installer (Trojan)","Kraddare.BS",3386
1256,"Toolbar Installer (Adware)",Ditto,3239
4680,"php.OT.1 (Exploit)","Malformed-File",3391
861,"Installer (Trojan)","LdPinch.ALVD",3386
2496,"ActiveX component download (Adware)",SCBar,683
2739,"CardCrazy Setup Download cardcrazy_DLOAD_CC_install.exe (Adware)","Bundled-Software",100
4539,"ActiveX component download (Adware)",CoolWebSearch,599
1303,"Toolbar Dynamic Library (Miscellaneous)",SearchNine,3270
4165,"Installer (Trojan)","Kraddare.HG",3386
4619,"ActiveX component download (Adware)",CoolWebSearch,599
754,"ActiveX component download (Adware)","Search_Miracle",844
731,"ActiveX component download (Adware)","Search_Miracle",844
302,"ActiveX component download (Adware)","Search_Miracle",844
2387,"ActiveX component download (Adware)","Download-Plus",532
2284,"ActiveX component download (Adware)",NewtonKnows,513
1455,"360 Installer 1 (Adware)",Antivirus,3331
982,"ActiveX component download (Adware)","About_Blank",980
916,"ActiveX component download (Adware)",ACXInstall,458
3904,"Installer (Trojan)","Kraddare.GP",3386
4733,"(Adware)","Babylon.AD",3396
1249,"Executable (Trojan)",Yuri,3234
3139,"ActiveX component download (Adware)",CoolWebSearch,599
1401,"(Adware)",iWonInstaller,461
141,"Installer (Trojan)","Koblu.BRG",3386
1423,"(Trojan)",ArabianAttacker,3324
920,"ActiveX component download (Adware)","About_Blank",980
2258,"ActiveX component download (Adware)",SearchitBar,498
1740,"Installer (Trojan)","Redirector_2",3386
3107,"ActiveX component download (Adware)",CoolWebSearch,599
1783,"Installer (Trojan)","ZXProxy.IK",3386
1908,"Installer (Trojan)","KillAV.GXY",3386
3750,"Installer (Trojan)","Kraddare.DN_5",3386
2938,"Living3DButterflies ScreenSaver Setup Download (Adware)","Bundled-Software",100
2323,"ActiveX component download (Adware)",ILookup,518
1940,"Installer (Trojan)","TDSS.BIIN",3386
4146,"BargainBuddy Executable Download adv.exe (Adware)","eXact-Advertising",463
871,"ActiveX component download (Adware)",HotBar,481
1042,"2006 ActiveX component download (Miscellaneous)",SystemDoctor,3049
1286,"Cab Installer (Adware)",Kompass,3257
1245,"Wave Installer (Miscellaneous)",Blue,3232
890,"ActiveX component download (Adware)","About_Blank",980
891,"ActiveX component download (Adware)","About_Blank",980
4763,"html.TL.286 (Exploit)","Malformed-File",3391
2553,"DashConnect Installer Executable File Download (Adware)",eZula,9
619,"ActiveX component download (Adware)",GSim,705
2955,"MeetGate Setup Download MGUpdate24-7.exe (Adware)","Bundled-Software",100
874,"ActiveX component download (Adware)","About_Blank",980
1550,"DarkCrypt Installer RAR (Miscellaneous)",Steganography,3373
4160,"abasa5jrp.exe Download (Adware)",ShopAtHomeSelect,700
911,"ActiveX component download (Adware)","About_Blank",980
939,"ActiveX component download (Adware)","About_Blank",980
1932,"Installer (Trojan)","MalAgent.B_74",3386
3764,"Installer (Trojan)","Kraddare.EQ",3386
134,"ActiveX component download (Adware)",DynamicDesktopMedia,706
3845,"Installer (Trojan)","HotBar.M_8",3386
3789,"Installer (Trojan)","Kraddare.EL",3386
4443,"ActiveX component download (Adware)",KeenValue,530
2395,"ActiveX component download (Adware)","About_Blank",980
235,"ActiveX component download (Dialer)","Xpehbam-Dialer",797
135,"ActiveX component download (Trojan)",SurferBar,615
4394,"ActiveX component download (Adware)",SubSearch,480
1721,"ActiveX component download (Adware)",FlashTrack,477
3172,"ActiveX component download (Adware)",CoolWebSearch,599
4398,"ActiveX component download (Adware)",IEPlugin,482
225,"ActiveX component download (Adware)","Easy-Search",785
2464,"ActiveX component download (Adware)","About_Blank",980
1544,"(Trojan)","PWS.Win32.Zbot.gen.Q",3355
1737,"Installer (Trojan)","Obfuscated_30",3386
4216,"ActiveX component download (Adware)",YourSiteBar,974
773,"ActiveX component download (Adware)","Search_Miracle",844
1267,"Capture Library (Trojan)",Yuri,3234
1545,"ActiveX component download (Adware)","Comet-Cursor",428
4490,"ActiveX component download (Adware)",CoolWebSearch,599
2051,"Installer (Trojan)","WinPump.Q",3386
3759,"Installer (Trojan)","RealVNC_6",3386
1159,"ActiveX component download (Adware)",UCSearch,722
2896,"Jumper Setup Download jumper.exe (Adware)","Bundled-Software",100
3085,"ActiveX component download (Dialer)","Adult-Dialer",1971
4125,"Quick! Search Toolbar Installer Download (Adware)","New.Net",417
1984,"Installer (Trojan)",Nobrain,3386
1799,"Installer (Trojan)","StartPage.ARW",3386
990,"ActiveX component download (Adware)","About_Blank",980
1373,"ActiveX component download (Adware)",BrowserAid,467
1476,"PowerPoint Document (Trojan)","Win32.Apptom",3346
3767,"Installer (Trojan)","Funpop_7",3386
1613,"Installer (Trojan)","Redirector.L",3386
2304,"ActiveX component download (Adware)","About_Blank",980
4232,"ActiveX component download (Adware)",CoolWebSearch,599
2346,"swf.MP.105 (Exploit)","Malformed-File",3391
3605,"pdf.TL.3 (Exploit)","Malformed-File",3391
1198,"Buzz (Adware)",Instant,3102
3701,"Installer (Trojan)","Ezula.AED",3386
1789,"Installer (Trojan)","Frethoq.ALI",3386
1847,"Installer (Trojan)","NSIS.EP",3386
4422,"ActiveX component download (Adware)",KeenValue,530
1818,"Installer (Trojan)","Code.TW",3386
3819,"Installer (Trojan)","ShandaAdd.A_6",3386
974,"ActiveX component download (Adware)","About_Blank",980
1618,"Installer (Trojan)","Banker.RPT_6",3386
4423,"ActiveX component download (Adware)",KeenValue,530
3374,"ActiveX component download (Dialer)","Adult_Dialer",1971
3244,"ActiveX component download (Adware)",CoolWebSearch,599
2067,"Installer (Trojan)","Kraddare.BA_3",3386
3404,"ActiveX component download (Trojan)",PacerD,2132
4735,"(Commercial Monitoring Software)","MingSpy.A",3131
3879,"Installer (Trojan)","Kraddare.GJ",3386
1842,"Installer (Trojan)","OnLineGames.BNKB_24",3386
1084,"ActiveX component download (Adware)",HotSearchbar,1172
1400,"Keylogger (Commercial Monitoring Software)",WL,3312
1967,"Installer (Trojan)","Rozena.AH",3386
3202,"ActiveX component download (Adware)",CoolWebSearch,599
1765,"ActiveX component download (Adware)",FreeScratchAndWin,478
2658,"Download adm4.cab (Adware)","Altnet_Peer_Points_Manager",1369
251,"ActiveX component download (Dialer)","Instant-Access",817
2375,"ActiveX component download (Adware)",KeenValue,530
2313,"ActiveX component download (Adware)","About_Blank",980
1361,"ActiveX component download (Adware)",BrowserAid,467
1135,"RAT Trojan Remote Lib (Trojan)",Ultimate,3176
2245,"ActiveX component download (Adware)",eZula,9
1085,"Tangent Installer ActiveX component download 1 (Miscellaneous)",Wild,1017
3915,"Installer (Trojan)","SecurityShield.APP_3",3386
2675,"2FindMP3 Setup Download 2findmp3setup.exe (Adware)","Bundled-Software",100
4022,"Setup Download w3i4.exe (Commercial Monitoring Software)",WinWhatWhere,28
310,"ActiveX component download (Adware)","Search_Miracle",844
4774,"(Adware)","Conduit.OC",3395
2574,"Ad Retrieval Outbound Activity (Adware)",Twaintec,650
1655,"Installer (Trojan)","Peerfit.A_2",3386
1974,"Installer (Trojan)","Small.OO_8",3386
709,"ActiveX component download (Adware)","Search_Miracle",844
2241,"ActiveX component download (Adware)","About_Blank",980
2501,"ActiveX component download (Adware)","About_Blank",980
687,"ActiveX component download (Adware)","Search_Miracle",844
2899,"KaZaA Download Accelerator Setup Download (Adware)","Bundled-Software",100
1218,"Pro Home Program (Trojan)",AbRemote,3216
4400,"ActiveX component download (DataMiner)",MarketScore,488
3697,"Installer (Trojan)","IScan.A_63",3386
4806,"pdf.OT.14 (Exploit)","Malformed-File",3391
1233,"Watcher RemoteView Installer (Commercial Monitoring Software)",Digi,3226
1641,"Installer (Trojan)","Redosdru.AW_3",3386
4406,"Search-Assistant ActiveX component download (Adware)",180Solutions,629
646,"ActiveX component download (Adware)","Search_Miracle",844
3192,"ActiveX component download (Adware)",CoolWebSearch,599
4555,"ActiveX component download (Adware)",CoolWebSearch,599
602,"ActiveX component download (Adware)",ILookup,518
959,"ActiveX component download (Adware)","About_Blank",980
1176,"CLI Capture (Trojan)",Lithium,658
3166,"ActiveX component download (Adware)",CoolWebSearch,599
3043,"Installer (Trojan)","EoRezo.Z_4",3386
2684,"AFreeConverter Setup Download setup.exe (Adware)","Bundled-Software",100
2181,"ActiveX component download (Adware)",IEPlugin,482
2515,"Installer (Trojan)","WinPump.U_2",3386
3346,"ActiveX component download (Adware)","Russian_Searchbar",1797
1820,"Installer (Trojan)","Sality.AU",3386
1044,"ActiveX component download (Adware)",SecureServicePack,2406
4366,"ActiveX component download (Dialer)",IEAccess,456
1933,"Installer (Trojan)","XPACK.GEN_417",3386
2548,"Installer (Trojan)","AdRotator.A_30",3386
1238,"Client Installer (Adware)",GralicWrap,2594
2735,"Cabra_Castle Setup Download cabra.exe (Adware)","Bundled-Software",100
3229,"ActiveX component download (Adware)",CoolWebSearch,599
927,"ActiveX component download (Adware)","About_Blank",980
1263,"Toolbar Executable 2 (Adware)",Direct,3242
1315,"Employee Monitoring Installer (Commercial Monitoring Software)",KGB,3279
2370,"ActiveX component download (Adware)",KeenValue,530
4474,"ActiveX component download (Adware)",CoolWebSearch,599
704,"ActiveX component download (Adware)",Superlogy,959
3863,"Installer (Trojan)","KeywordFind.B",3386
3174,"ActiveX component download (Adware)",CoolWebSearch,599
4340,"ActiveX component download (Dialer)","Unknown-Dialers",403
977,"ActiveX component download (Adware)","About_Blank",980
630,"ActiveX component download (Adware)",KeenValue,530
3233,"ActiveX component download (Adware)",CoolWebSearch,599
4310,"Access ActiveX component download_1 (Adware)",Media,2155
1674,"Installer (Trojan)","Buzus.DAFS",3386
4164,"Windupdates.2 (Adware)",Windupdates,1148
188,"ActiveX component download (Adware)",IEPlugin,482
2048,"Installer (Trojan)","Egroup_3",3386
3781,"Installer (Trojan)","Addendum.A_19",3386
2036,"Installer (Trojan)","FlashApp.BNL",3386
1988,"Installer (Trojan)","Buzus.cbdu",3386
3807,"Installer (Trojan)","Hebogo_7",3386
1194,"Utility Hotbar Installer (Adware)",Spamblocker,2185
1749,"Installer (Trojan)","Agent.FL_3944",3386
190,"ActiveX component download (Adware)",SearchBarCash,659
4235,"ActiveX component download (Miscellaneous)",Spybouncer,2127
1517,"(Trojan)","Agent.AQPN",3363
3766,"Installer (Trojan)","Kraddare.DW_2",3386
2423,"ActiveX component download (Adware)",ShopNav,582
1081,"PHONEACCESS.DLL (Dialer)","SponsorAdulto.Dialer",1014
1675,"Installer (Trojan)","Malware.GEN_36",3386
2404,"ActiveX component download (Adware)","About_Blank",980
348,"ActiveX component download (Adware)","Search_Miracle",844
1450,"Installer 4 (Trojan)","Spycar.A",3333
1299,"Toolbar Installer (Commercial Monitoring Software)",MXS,3266
639,"ActiveX component download (Adware)",123Search,639
3105,"ActiveX component download (Adware)",CoolWebSearch,599
1485,"Agent BJKD Installer (Trojan)","Trojan-Downloader",3004
3773,"Installer (Trojan)","Addendum.A_17",3386
1374,"ActiveX component download (Adware)",FlowGoBar,1183
2328,"ActiveX component download (Adware)",SpyAssault,519
4361,"ActiveX component download (Adware)",CommonName,429
3073,"Installer (Trojan)","IBryte_2",3386
4283,"ActiveX component download (Dialer)",MasterDialer,523
4351,"ActiveX component download (Dialer)","Unknown-Dialers",403
3459,"ActiveX component download (Dialer)","RASDial-E",2471
3053,"Installer (Trojan)",CasinoG,3386
3352,"ActiveX component download (Adware)","Locators_Toolbar",1821
2191,"ActiveX component download (Adware)",WurldMedia,483
4093,"Download sr.exe (Adware)",xxxtoolbar,572
1366,"ActiveX component download (Adware)",CoolWebSearch,599
2225,"ActiveX component download (Dialer)",MoneyTree,489
1353,"ActiveX component download (Adware)",PrizeSurfer,1236
1635,"Installer (Trojan)","Kryptik.CBN",3386
1068,"ActiveX component download (Adware)",CoolWebSearch,599
885,"ActiveX component download (Adware)","About_Blank",980
1082,"(Adware)","ADW.MYSEARCH",1067
185,"ActiveX component download (Adware)",SearchBarCash,659
531,"ActiveX component download (Adware)",CoolWebSearch,599
1864,"ActiveX component download (Adware)",SubSearch,480
1694,"Installer (Trojan)","Delf.TSQ",3386
1197,"Toolbar (Adware)",411Web,1849
2057,"Installer (Trojan)","Kraddare.AW",3386
2409,"ActiveX component download (Adware)",Surfairy,570
100,"ActiveX component download (Adware)",ShopAtHomeSelect,700
122,"ActiveX component download (Adware)",CoderDialer,751
1394,"ActiveX component download (Trojan)",Topconverting,1243
172,"ActiveX component download (Adware)",SearchBarCash,659
3121,"ActiveX component download (Adware)",CoolWebSearch,599
1947,"Installer (Trojan)","Cinmus.IHR",3386
4815,"pdf.OT.23 (Exploit)","Malformed-File",3391
1982,"Installer (Trojan)","Trup.B",3386
3690,"Installer (Trojan)","Kraddare.CA_26",3386
387,"ActiveX component download (Adware)","Search_Miracle",844
390,"ActiveX component download (Adware)","Search_Miracle",844
4544,"ActiveX component download (Adware)",CoolWebSearch,599
1522,"ActiveX component download (Adware)",CnsMin,469
1445,"Installer (Adware)","AdMedia.G_7",3332
4061,"Setup Download NVClientInstallTrial.exe (Commercial Monitoring Software)",NetVizor,416
3840,"Installer (Trojan)","Agent.SCR",3386
3262,"ActiveX component download (Adware)",DialerPlatform,1152
4127,"Installer (Trojan)","SystemSecurity.AL_85",3386
952,"ActiveX component download (Adware)","About_Blank",980
4450,"ActiveX component download (Adware)",KeenValue,530
4589,"ActiveX component download (Adware)",CoolWebSearch,599
3388,"ActiveX component download (Trojan)","G_Spot",1654
4315,"ActiveX component download (Adware)","Permedia-Ads",421
116,"ActiveX component download (LoyaltyWare)",TopMoxie,739
3254,"ActiveX component download (Adware)",DialerPlatform,1152
644,"Installer_2 (Trojan)","Agent.CXRU",3386
958,"ActiveX component download (Adware)","About_Blank",980
1896,"Installer (Trojan)","Lukicsel.A_2",3386
2014,"Installer (Trojan)","BonusCash.AB_16",3386
4190,"Search (Adware)",Clear,2162
1906,"Installer (Trojan)","Vel19.A",3386
1112,"Spyware (Commercial Monitoring Software)",StatWin,1025
4154,"Component Download (Adware)",HuntBar,426
3221,"ActiveX component download (Adware)",CoolWebSearch,599
825,"ActiveX component download (Adware)",CoolWebSearch,599
1195,"ActiveX component download (Adware)",Aornum,461
1705,"Installer (Trojan)","FakeSec.D",3386
4330,"ActiveX component download (Dialer)","Unknown-Dialers",403
1381,"ActiveX component download (Adware)",FlashTrack,477
1019,"ActiveX component download (Adware)",ShopAtHomeSelect,700
641,"ActiveX component download (Adware)",ClientMan,517
2250,"ActiveX component download (Adware)",RapidBlaster,494
3300,"ActiveX component download (Adware)",INetBar,1644
2847,"Integrated Search Tech Tbar.gen.101 (Adware)",ISTbar,572
2997,"Picture Cube 3D Setup Download Picture-Cube-3D.exe (Adware)","Bundled-Software",100
2230,"ActiveX component download (Dialer)",MoneyTree,489
2360,"ActiveX component download (Adware)",KeenValue,530
3429,"ActiveX component download (Adware)",Mirar,637
915,"ActiveX component download (Adware)","About_Blank",980
3903,"Installer (Trojan)","SystemSecurity.AL_67",3386
1439,"Popup Installer (Adware)",WhenU,3332
2736,"California Bikini Girls Screensaver Setup Download (Adware)","Bundled-Software",100
3104,"ActiveX component download (Adware)",CoolWebSearch,599
3452,"ActiveX component download (Adware)",SecureServicePack,2406
2412,"ActiveX component download (Adware)","About_Blank",980
1379,"ActiveX component download (Adware)","Voonda-Toolbar",912
4777,"(Adware)","EoRezo.AT",2008
3771,"Installer (Trojan)","Kraddare.AR_13",3386
4280,"ActiveX component download (Dialer)",MasterDialer,523
2231,"ActiveX component download (Adware)","About_Blank",980
4504,"ActiveX component download (Adware)",CoolWebSearch,599
1486,"Agent ATFF Installer (Trojan)","Trojan-Downloader",3004
1102,"(Commercial Monitoring Software)","RemoteKeylogger.Client",3080
2441,"ActiveX component download (Adware)","About_Blank",980
889,"ActiveX component download (Adware)","About_Blank",980
2332,"ActiveX component download (Adware)","About_Blank",980
3313,"NaviSearch ActiveX component download (Adware)","eXact-Advertising",1169
1807,"Installer (Trojan)","FKM.JS",3386
4514,"ActiveX component download (Adware)",CoolWebSearch,599
597,"ActiveX component download (Adware)",CoolWebSearch,599
3520,"Installer (Trojan)",Installpedia,3386
4254,"ActiveX component download (Adware)",EliteBar,1124
719,"ActiveX component download (Adware)","Search_Miracle",844
2124,"Installer (Trojan)","Kraddare.E_6",3386
4449,"ActiveX component download (Adware)",KeenValue,530
688,"ActiveX component download (Adware)","Search_Miracle",844
2897,"Jumper_Two Setup Download jumper2.exe (Adware)","Bundled-Software",100
3299,"ActiveX component download (Adware)",INetBar,1644
1966,"Installer (Trojan)","StartPage.DAT",3386
3279,"ActiveX component download (Adware)",DialerPlatform,1152
1533,"ActiveX component download (Dialer)",Comload,470
2065,"Installer (Trojan)","GabPath.BZ_2",3386
2943,"MP3_Galaxy Setup Download mp3galaxysetup.exe (Adware)","Bundled-Software",100
4405,"ActiveX component download (Adware)",SearchitBar,498
3278,"ActiveX component download (Adware)",DialerPlatform,1152
3273,"ActiveX component download (Adware)",DialerPlatform,1152
266,"ActiveX component download (Dialer)","Instant-Access",817
1744,"Installer (Trojan)","Bredolab.BE",3386
1585,"STool Installer (Miscellaneous)",Steganography,3373
720,"ActiveX component download (Adware)","Search_Miracle",844
4212,"ActiveX component download (Dialer)","Instant-Access",817
1553,"CSS3 selection pseudo-element Online (Miscellaneous)",Steganography,3373
806,"ActiveX component download (Adware)","Search_Miracle",844
2481,"ActiveX component download (Adware)","About_Blank",980
2976,"Nostra DivX Player Setup Download Nostra2.1.exe (Adware)","Bundled-Software",100
3211,"ActiveX component download (Adware)",CoolWebSearch,599
1434,"File (Adware)",Cydoor,7
3136,"ActiveX component download (Adware)",CoolWebSearch,599
3878,"Installer (Trojan)","WiseMop_2",3386
3881,"Installer (Trojan)","Winggo.AA_12",3386
4413,"ActiveX component download (Adware)",KeenValue,530
2374,"ActiveX component download (Adware)",KeenValue,530
2192,"ActiveX component download (Adware)",WurldMedia,483
2319,"ActiveX component download (Adware)",ILookup,518
2968,"Installer (Trojan)","Hebogo_4",3386
4610,"ActiveX component download (Adware)",CoolWebSearch,599
1768,"Installer (Trojan)","Agent.YP_4",3386
339,"ActiveX component download (Adware)","Search_Miracle",844
3197,"ActiveX component download (Adware)",CoolWebSearch,599
381,"ActiveX component download (Adware)","Search_Miracle",844
739,"ActiveX component download (Adware)","Search_Miracle",844
2883,"Hoover the Mischievous Mutt Screensaver Setup Download (Adware)","Bundled-Software",100
368,"ActiveX component download (Adware)","Search_Miracle",844
3703,"(Trojan)",InstallBrain,3386
914,"ActiveX component download (Adware)","About_Blank",980
4634,"ActiveX component download (Adware)",CoolWebSearch,599
1742,"Installer (Trojan)","Bredolab.WD",3386
1469,"Trojan Installer (Trojan)","Rabbit.e",3339
4364,"ActiveX component download (Dialer)",IEAccess,456
2110,"Installer (Trojan)","Kraddare.BT",3386
3901,"Installer (Trojan)","XPAntiSpyware.AG_3",3386
3939,"Installer (Trojan)","Hebogo_12",3386
3918,"Installer (Trojan)","ArchSMS.YN",3386
3882,"Installer (Trojan)","SystemSecurity.AL_50",3386
666,"ActiveX component download (Adware)","Internet-Optimizer",869
1270,"King Pro Installer (Commercial Monitoring Software)",Keylogger,3245
3188,"ActiveX component download (Adware)",CoolWebSearch,599
