"signature_id","ips_name","ips_cat_id","ips_cat_name"
9914,"MIT Kerberos kpasswd Service DoS",14,MISC
8008,"Microsoft XML Core Services Uninitialized Object Access 7",61,ACTIVEX
282,"PING Flowpoint2200 or Network Management Software",10,ICMP
1071,"FTP Server Format String Attack 1",9,FTP
1269,"FlexGrid ActiveX Instantiation 1 (MS08-070)",61,ACTIVEX
4952,"Oracle DB TNS Listener Buffer Overflow 2",67,"DB-ATTACKS"
6491,"Blazer Trojan Activity",2,BACKDOOR
2005,"Symantec Veritas Backup Exec Password Buffer Overflow 1",14,MISC
3503,"Microsoft tblinf32.dll ActiveX Instantiation 1 (MS07-045)",61,ACTIVEX
8647,"Deprecated ActiveX Instantiation 097 (MS11-090)",61,ACTIVEX
8320,"UDP Application Shellcode Exploit 4",7,EXPLOIT
4964,"Trend Micro OfficeScan ActiveX Instantiation",61,ACTIVEX
4271,"Suspicious NNTP Traffic 2",14,MISC
8012,"Microsoft XML Core Services Uninitialized Object Access 11",61,ACTIVEX
5712,"Client Application Format String Attack 2",14,MISC
6184,"SIP Stress Test Traffic 10a (Invalid Time Zone)",37,"VoIP-ATTACKS"
9050,"BSDi x86 Reverse Connect Shell Shellcode Exploit (UDP)",7,EXPLOIT
7497,"Deprecated ActiveX Instantiation 050 (MS09-032)",61,ACTIVEX
5504,"Windows HTTP Services Chunked Encoding Integer Underflow (MS09-013)",38,"WEB-ATTACKS"
4478,"Microsoft IDirectPlay4 API DoS (MS04-016)",6,DOS
8432,"TDSS C&C Traffic 3",36,VIRUS
9552,"DNS Tunneling Traffic 4",5,DNS
1444,"Windows DNS Server NAPTR Query Remote Code Execution 4 (MS11-058)",5,DNS
9729,"MIT Kerberos KDC PKINIT DoS",14,MISC
4063,"Suspicious HTTP Authorization Header 2",38,"WEB-ATTACKS"
8539,"Microsoft Data Access Components Remote Code Execution (MS11-002)",40,"WEB-CLIENT"
281,"PING Delphi-Piette Windows",10,ICMP
2534,"Apple Safari libxslt Arbitrary File Overwrite 1",40,"WEB-CLIENT"
8696,"Spree Remote Command Execution",38,"WEB-ATTACKS"
9716,"Windows IE GetMarkupPtr Use-After-Free 1 (MS13-021)",40,"WEB-CLIENT"
5736,"Ultrasurf Informational 9",13,INFO
6534,"VeryTools Video Spirit Pro Buffer Overlow",62,"BAD-FILES"
3779,"Bomberclone Error Message Buffer Overflow",14,MISC
8295,"PHP escapeshellcmd Security Bypass",45,"WEB-PHP"
4378,"Squid ftp URI DoS",6,DOS
4839,"CVS pserver Flag Insertion Heap Buffer Overflow",14,MISC
4865,"Network Security Services Heap Buffer Overflow",38,"WEB-ATTACKS"
9081,"x86 Decoder Shellcode Exploit 1 (TCP)",7,EXPLOIT
3269,"VML File HTTP Download 1b",13,INFO
7659,"Obfuscated ActiveX Instantiation 5b",61,ACTIVEX
6173,"SIP Stress Test Traffic 9a (Escaped Headers in Request-URI)",37,"VoIP-ATTACKS"
8290,"Suspicious FTP REST Command 2",9,FTP
2300,"Cross-Site Scripting (XSS) Attack 24",64,XSS
4722,"Compromised Host Activity 5",2,BACKDOOR
5196,"Windows IE Layout Memory Corruption 4 (MS11-050)",40,"WEB-CLIENT"
4612,"NaviCOPA URL Handling Buffer Overflow 1",38,"WEB-ATTACKS"
8704,"WellinTech Kingview SCADA Heap Buffer Overflow",83,"SCADA-ATTACKS"
4102,"Suspicious Request URI 4",38,"WEB-ATTACKS"
5920,"Windows IE Memory Corruption Vulnerability (MS14-010) 15",40,"WEB-CLIENT"
377,"Source Quench",10,ICMP
9763,"MySQL Geometry Query DoS 1",67,"DB-ATTACKS"
5409,"Apache httpd mod_isapi Remote Code Execution 1",38,"WEB-ATTACKS"
8113,"VLC Ogg Vorbis Comment Header Format String Attack",62,"BAD-FILES"
8072,"WebBBS Remote Command Execution",38,"WEB-ATTACKS"
8277,"Albasoftware Phpauction Remote File Inclusion",45,"WEB-PHP"
5471,"MIT Kerberos ASN.1 Memory Corruption",14,MISC
9875,"Obfuscated HTML Code 103",40,"WEB-CLIENT"
7703,"EMC AutoStart Buffer Overflow 1",14,MISC
7118,"ZeroAccess P2P Activity 1",36,VIRUS
1308,"Oracle Java Driver Manager Sandbox Bypass 3",84,JAVA
5010,"Borland InterBase jrd8_create_database Buffer Overflow",67,"DB-ATTACKS"
5377,"Client Application Shellcode Exploit 8",7,EXPLOIT
4677,"EOT File HTTP Download",13,INFO
4765,"Oracle XDB PITRIG_DROP SQL Injection",49,"SQL-INJECTION"
9756,"Microsoft Visual FoxPro ActiveX FoxDoCmd Method Invocation",61,ACTIVEX
1638,"sensor.dll Insecure Library Loading",14,MISC
8892,"IBM Lotus Domino stconfig.nsf Access",38,"WEB-ATTACKS"
8026,"Obfuscated HTML Code 7",40,"WEB-CLIENT"
9348,"Microsoft DirectX Heap Buffer Overflow 2 (MS12-082)",62,"BAD-FILES"
7607,"Windows IE Use-After-Free Vulnerability (MS13-080) 9",40,"WEB-CLIENT"
9206,"Windows x86 Download Execute Shellcode Exploit (TCP)",7,EXPLOIT
1305,"HTTP Client Shellcode Exploit 6",7,EXPLOIT
8821,"IBM Lotus Domino lcon.nsf Access",38,"WEB-ATTACKS"
3870,"Microsoft DirectAnimation.PathControl ActiveX Heap Buffer Overflow 1 (MS06-067)",61,ACTIVEX
9668,"Applet Tag Informational 1a",13,INFO
4987,"Suspicious HTTP Connection Header 1",38,"WEB-ATTACKS"
7971,"Microsoft XML Core Services Uninitialized Object Access 5",61,ACTIVEX
8069,"Microsoft SMB Pool Remote Code Execution 2 (MS10-054)",19,NETBIOS
4694,"PineApp Mail-Secure conflivelog.pl Command Injection",45,"WEB-PHP"
7007,"Suspicious Request URI 9",38,"WEB-ATTACKS"
7453,"PHP htmlspecialchars Function Buffer Overflow 1",45,"WEB-PHP"
4184,"Malformed ZIP File 3",62,"BAD-FILES"
5435,"BitDefender Internet Security XSS 2",64,XSS
9912,"Oracle Java Driver Manager Sandbox Bypass 1",84,JAVA
3547,"Oracle Application Server OPMN Format String Attack 2",38,"WEB-ATTACKS"
9838,"Novell ZENworks Configuration Management Directory Traversal",38,"WEB-ATTACKS"
5887,"FTP Client Shellcode Exploit 3",7,EXPLOIT
6372,"NetSupport Manager Agent Buffer Overflow",38,"WEB-ATTACKS"
9003,"BSDi x86 Bind Shell Shellcode Exploit (TCP)",7,EXPLOIT
4040,"Check Point VPN-1 ASN.1 Decoding Heap Buffer Overflow",14,MISC
1832,"DELETE FROM Statement 1 (Possible SQL Injection)",49,"SQL-INJECTION"
8810,"IBM Lotus Domino groups.nsf Access",38,"WEB-ATTACKS"
7292,"Suspicious HTML Iframe Tag 1",40,"WEB-CLIENT"
1331,"Oracle Secure Backup NDMP Buffer Overflow",38,"WEB-ATTACKS"
5572,"MySQL Unique SET Column Join DoS 1",67,"DB-ATTACKS"
5370,"Client Application Shellcode Exploit 24",7,EXPLOIT
6505,"HP Operations Agent Buffer Overflow 3",38,"WEB-ATTACKS"
7316,"PHP Exif Header Parsing Integer Overflow 2",45,"WEB-PHP"
6641,"HTTP Client Shellcode Exploit 54",7,EXPLOIT
4078,"MySQL MaxDB getLockTokenHeader Function Buffer Overflow",38,"WEB-ATTACKS"
6298,"Microsoft IIS ExAir Sample Site Access 1",13,INFO
9906,"Suspicious HTTP Accept-Encoding Header 1",38,"WEB-ATTACKS"
3309,"Windows IE Memory Corruption Vulnerability 1",40,"WEB-CLIENT"
5053,"Microsoft Active Directory LDAP Request DoS 2 (MS08-035)",63,LDAP
6774,"Cross-Site Scripting (XSS) Attack 11",64,XSS
2667,"Samba NDR Parsing Heap Buffer Overflow 3",19,NETBIOS
6796,"Cross-Site Scripting (XSS) Attack 15",64,XSS
5023,"CA ARCserve Backup SQL Server Backup Agent Buffer Overflow 1",28,RPC
4759,"Ingres Database iidbms Heap Buffer Overflow 1",67,"DB-ATTACKS"
8944,"Obfuscated HTML Code 109",40,"WEB-CLIENT"
1470,"Microsoft Visual FoxPro ActiveX DoCmd Method Invocation",61,ACTIVEX
10173,"EMC NetWorker nsrd Format String Attack 3",28,RPC
3666,"Red Hat JBoss Seam Remote Command Execution",38,"WEB-ATTACKS"
8245,"OpenSSL Client Master Key Buffer Overflow 2",38,"WEB-ATTACKS"
8263,"Site-Assistant Remote File Inclusion",45,"WEB-PHP"
8889,"IBM Lotus Domino stauths.nsf Access",38,"WEB-ATTACKS"
4629,"Malformed Java Class File 4",84,JAVA
9652,"APT1 Malware Activity 10",87,"COMPROMISED-CERTS"
3133,"SQL Injection Attack 18",49,"SQL-INJECTION"
10169,"Obfuscated HTML Code 114",40,"WEB-CLIENT"
9116,"Samsung Multistage Command Agent ActiveX Instantiation 1",61,ACTIVEX
7514,"Mozilla Firefox DOM Insertions Memory Corruption 2b",40,"WEB-CLIENT"
1051,"Greeting Card.exe Attachments",36,VIRUS
6256,"ieshims.dll Insecure Library Loading 1",14,MISC
3286,"HTTP Server Remote Code Execution 16",38,"WEB-ATTACKS"
4230,"Samba SamrChangePassword Remote Command Execution 1",19,NETBIOS
7587,"VideoLAN VLC Media Player XSPF Identifier Memory Corruption",85,"MEDIA-PLAYERS"
8000,"PDF File within XDP",13,INFO
8826,"IBM Lotus Domino log.nsf Access",38,"WEB-ATTACKS"
9015,"BSD x86 Mail Passwd Shellcode Exploit (UDP)",7,EXPLOIT
6502,"MySQL Authentication Bypass 4",67,"DB-ATTACKS"
2061,"Microsoft WINS Remote Code Execution 1 (MS04-045)",14,MISC
4517,"Apache Struts OGNL Crafted Prefix Remote Code Execution 3",38,"WEB-ATTACKS"
4536,"Trend Micro OfficeScan CGIOCommon Buffer Overflow",14,MISC
6103,"Microsoft SharePoint Server Remote Code Execution 3 (MS13-067)",38,"WEB-ATTACKS"
7686,"GnuTLS decoding.c DoS 1",38,"WEB-ATTACKS"
4543,"Oracle WebLogic Server SSL Handling DoS",38,"WEB-ATTACKS"
964,"Xfire Informational",13,INFO
6238,"HTTP Server Directory Traversal Attack 16",38,"WEB-ATTACKS"
4323,"Windows LSASS Buffer Overflow 2 (MS04-011)",19,NETBIOS
7598,"IBM iNotes DWA9W ActiveX Instantiation",61,ACTIVEX
4801,"Server Application Shellcode Exploit 15",7,EXPLOIT
4650,"Novell eDirectory Host Header Buffer Overflow 2",38,"WEB-ATTACKS"
6744,"SQL Injection Attack 5",49,"SQL-INJECTION"
7611,"ImageMagick EXIF Handling Memory Corruption",62,"BAD-FILES"
8734,"Adobe ColdFusion exprcalc.cfm Access",38,"WEB-ATTACKS"
4918,"CA ARCserve Backup Media Server Remote Code Execution 3",28,RPC
7323,"Windows IE Use-After-Free Vulnerability (MS13-069) 8",40,"WEB-CLIENT"
1356,"Microsoft Message Queuing Service Buffer Overflow 2 (MS07-065)",28,RPC
9777,"Windows IE get_cellIndex Information Disclosure 1",40,"WEB-CLIENT"
8876,"IBM Lotus Domino smquar.nsf Access",38,"WEB-ATTACKS"
4691,"Oracle Endeca Server Remote Command Execution 2",38,"WEB-ATTACKS"
4661,"Suspicious IMAP LSUB Command 1",12,IMAP
7183,"Siemens SIMATIC WinCC flexible Buffer Overflow 1",83,"SCADA-ATTACKS"
2764,"Apache httpd mod_cache DoS",38,"WEB-ATTACKS"
1715,"Ultrasurf Informational 7",13,INFO
9792,"OpenPLI Remote Command Execution",38,"WEB-ATTACKS"
4456,"File Sharing Wizard HEAD Command Buffer Overflow",38,"WEB-ATTACKS"
7399,"Windows SRVSVC NetrUseDel Buffer Overflow 2 (MS08-067)",19,NETBIOS
5441,"Linux Kernel nfsd CAP_MKNOD Security Bypass 1",28,RPC
3069,"Weevely Backdoor Access 1",2,BACKDOOR
5255,"Server Application Shellcode Exploit 18",7,EXPLOIT
9130,"Linux SPARC Reverse Connect Shell Shellcode Exploit 2 (TCP)",7,EXPLOIT
8953,"Oracle 9iAS Information Disclosure 16",38,"WEB-ATTACKS"
479,"Remote Registry Access 1 (port 139)",13,INFO
7701,"Dolibarr CMS SQL Injection",49,"SQL-INJECTION"
8832,"DSL Modem Change DNS Server",14,MISC
5375,"vBulletin nodeid SQL Injection",49,"SQL-INJECTION"
9626,"OpenVPN Informational 2",13,INFO
4098,"CREATE TABLE Statement 3 (Possible SQL Injection)",49,"SQL-INJECTION"
4287,"Microsoft SMB Buffer Underflow 4 (MS08-063)",19,NETBIOS
4482,"Microsoft IIS URI Handling DoS 2",38,"WEB-ATTACKS"
4356,"Suspicious Request URI 6",38,"WEB-ATTACKS"
9953,"GnuTLS gnutls_cipher.c DoS 3",38,"WEB-ATTACKS"
9092,"x86 Decoder Shellcode Exploit 6 (UDP)",7,EXPLOIT
8472,"OpenSBC SIP INVITE DoS",37,"VoIP-ATTACKS"
3308,"IBM Lotus Sametime WebPlayer DoS",37,"VoIP-ATTACKS"
5273,"Medbod Trojan Activity",2,BACKDOOR
1280,"Windows Common ActiveX Instantiation (MS08-070)",61,ACTIVEX
9844,"Wireshark CLDAP Dissector DoS",14,MISC
8243,"Mozilla Thunderbird Content-Type Header Heap Buffer Overflow (POP)",24,POP
2969,"Deprecated ActiveX Instantiation 002 (MS05-038)",61,ACTIVEX
5221,"Suspicious Cascading Style Sheets",62,"BAD-FILES"
4575,"Microsoft RPC Runtime Library NTLMSSP DoS (MS07-058)",19,NETBIOS
9757,"Windows Speech Component ActiveX Instantiation 1",61,ACTIVEX
7419,"Trend Micro Control Manager Buffer Overflow 2",14,MISC
3294,"Philex header.inc.php Remote File Inclusion",45,"WEB-PHP"
6711,"LAN Messenger Buffer Overflow",14,MISC
9918,"Oracle Java Font Processing Memory Corruption 2",84,JAVA
3793,"UVC Informational 1",13,INFO
8525,"Suspicious HTML Object Tag 2",40,"WEB-CLIENT"
3016,"EMC RepliStor rep_srv/ctrlservice DoS",6,DOS
7743,"Progea Movicon TCPuploadServer.exe Critical Function Access 4",83,"SCADA-ATTACKS"
9654,"APT1 Malware Activity 12",87,"COMPROMISED-CERTS"
4325,"Malformed ZIP File 6",62,"BAD-FILES"
9584,"MyBB birthdayprivacy SQL Injection",49,"SQL-INJECTION"
6662,"DCERPC Informational 2a",13,INFO
2920,"Cisco NX-OS Privilege Escalation 2",34,TELNET
9030,"BSD x86 FindRecv Stage Shellcode Exploit (UDP)",7,EXPLOIT
296,"Address Mask Request",10,ICMP
4155,"Citrix Presentation Server IMA Heap Buffer Overflow",14,MISC
7670,"Eureka Email Error Message Buffer Overflow",24,POP
8835,"Apache httpd X-Forwarded-For Header DoS 2",38,"WEB-ATTACKS"
4339,"CA ARCserve Backup Tape Engine Memory Corruption",28,RPC
3902,"Novell Netware Client Spooler Service Buffer Overflow 2",19,NETBIOS
5279,"Microsoft Outlook Express Integer Overflow 2 (MS10-030)",24,POP
7744,"Progea Movicon TCPuploadServer.exe Critical Function Access 5",83,"SCADA-ATTACKS"
3310,"HTTP Client Shellcode Exploit 82",7,EXPLOIT
8078,"HTTP Server Directory Traversal Attack 15",38,"WEB-ATTACKS"
4169,"Mozilla Firefox onreadystatechange use after free Attack",40,"WEB-CLIENT"
10183,"Ubiquiti UBNT AirCam RSTP Buffer Overflow",14,MISC
8838,"IBM Lotus Domino mail.box Access",38,"WEB-ATTACKS"
4199,"Novell eDirectory evtFilteredMonitorEventsRequest Memory Corruption",63,LDAP
4223,"UNION ALL Statement 4 (Possible SQL Injection)",49,"SQL-INJECTION"
8326,"HTTP Request URI with SQL Statement (AND-1)",13,INFO
5448,"Mantis manage_proj_page.php Remote Code Execution",45,"WEB-PHP"
8657,"Red Hat JBoss JMXInvokerServlet Authentication Bypass",84,JAVA
308,"Destination Unreachable (Network Unreachable for Type of Service)",10,ICMP
6160,"Client Application Shellcode Exploit 22",7,EXPLOIT
6867,"HTTP Client Shellcode Exploit 47",7,EXPLOIT
5680,"HTTP Request Informational 1",13,INFO
5043,"Mercury Mail Transport System Buffer Overflow",14,MISC
8053,"Symantec Veritas NetBackup Format String Attack 4",84,JAVA
7945,"Family Connections Remote Command Execution",45,"WEB-PHP"
3312,"Windows Object Packager Insecure Executable Loading 3 (MS12-002)",14,MISC
4730,"Suspicious HTTP Authorization Header 5",38,"WEB-ATTACKS"
5378,"Novell File Reporter Directory Traversal 3",38,"WEB-ATTACKS"
8699,"HP SiteScope Security Bypass 2",38,"WEB-ATTACKS"
4472,"Novell NetMail NMAP STOR Command Buffer Overflow",14,MISC
5763,"Amlibweb NetOpacs webquery.dll Buffer Overflow",38,"WEB-ATTACKS"
7498,"Deprecated ActiveX Instantiation 051 (MS09-032)",61,ACTIVEX
8397,"HP Operations Agent Buffer Overflow 2",38,"WEB-ATTACKS"
5477,"HTTP Client Shellcode Exploit 81",7,EXPLOIT
8509,"Apple Safari libxslt Arbitrary File Overwrite 2",40,"WEB-CLIENT"
5241,"OpenOffice HSQLDB Java Code Execution",62,"BAD-FILES"
5549,"HP LoadRunner Virtual User Generator Directory Traversal 2",38,"WEB-ATTACKS"
1083,"Cross-Site Scripting (XSS) Attack 29",64,XSS
4923,"UltraVNC Client Buffer Overflow 2",14,MISC
3082,"Oracle JRE MixerSequencer Array Index Corruption",84,JAVA
9969,"Windows IE Use-After-Free Vulnerability (MS13-055) 7",40,"WEB-CLIENT"
335,"Parameter Problem (Unspecified Error)",10,ICMP
4799,"Microsoft SMB Null Pointer DoS (MS10-012)",19,NETBIOS
6188,"Novell ZENworks ZfHIPCND.exe Buffer Overflow 1",14,MISC
3959,"Microsoft SNMP Service Memory Corruption 1 (MS06-074)",14,MISC
3311,"MySQL Client Heap Buffer Overflow",67,"DB-ATTACKS"
9934,"Windows IE DOM Object Memory Corruption 4",40,"WEB-CLIENT"
376,"Webtrends Scanner",10,ICMP
5240,"Microsoft SMB TRANS2 Response Remote Code Execution 2 (MS05-011)",19,NETBIOS
9093,"x86 Decoder Shellcode Exploit 7 (TCP)",7,EXPLOIT
6043,"CA ARCserve Backup Tape Engine Remote Code Execution 3",28,RPC
9890,"2wire Gateway Router Password Reset",38,"WEB-ATTACKS"
2096,"CA ARCserve Backup Message Engine Buffer Overflow 1",28,RPC
4755,"Mozilla Thunderbird Content-Type Header Heap Buffer Overflow (SMTP)",31,SMTP
9547,"F5 BIG-IP SQL Injection",49,"SQL-INJECTION"
3931,"Suspicious TFTP Read Request",9,FTP
4954,"Samba call_trans2open Buffer Overflow 2",19,NETBIOS
5929,"SIP friendly-scanner User-Agent",37,"VoIP-ATTACKS"
9159,"OpenBSD x86 Add User Shellcode Exploit (TCP)",7,EXPLOIT
8369,"Microsoft FrontPage 2000 Server Extensions DoS 3",38,"WEB-ATTACKS"
7639,"INSERT INTO Statement 5 (Possible SQL Injection)",49,"SQL-INJECTION"
8811,"IBM Lotus Domino help5_client.nsf Access",38,"WEB-ATTACKS"
9533,"HP Data Protector Express DtbClsLogin Buffer Overflow",14,MISC
5589,"PDF File with Flash Video 2",13,INFO
8800,"IBM Lotus Domino srvinst.nsf Access",38,"WEB-ATTACKS"
1389,"CREATE TABLE Statement 1 (Possible SQL Injection)",49,"SQL-INJECTION"
1843,"HP SiteScope Administration Interface Default Account Access",2,BACKDOOR
3783,"Novell eDirectory Host Header Buffer Overflow 1",38,"WEB-ATTACKS"
4978,"OpenLDAP rwm_conn_destroy DoS 2",63,LDAP
6612,"Server Application Directory Traversal Attack 5",14,MISC
9058,"BSDi x86 Reverse Connect Stage Shellcode Exploit (UDP)",7,EXPLOIT
9350,"Microsoft DirectX Heap Buffer Overflow 4 (MS12-082)",62,"BAD-FILES"
9610,"Windows IE InsertElement Use-After-Free 1 (MS13-009)",40,"WEB-CLIENT"
1868,"Cross-Site Scripting (XSS) Attack 21",64,XSS
7574,"EMC AlphaStor DCP Buffer Overflow 2",14,MISC
371,"Allaple ICMP Sweep Ping Inbound",10,ICMP
8167,"Suspicious FTP LIST Command 2",9,FTP
3132,"Apache httpd mod_proxy Security Bypass 2",38,"WEB-ATTACKS"
4780,"Windows Shell Shortcut File Execution 1",62,"BAD-FILES"
6316,"Microsoft .NET Framework Entity Expansion DoS",14,MISC
8577,"Symantec Web Gateway Remote Command Execution 2",45,"WEB-PHP"
2195,"Deprecated ActiveX Instantiation 007 (MS07-016)",61,ACTIVEX
278,"PING BayRS Router",10,ICMP
2275,"SpamAssassin spamd Remote Command Execution",14,MISC
8127,"Suspicious SMTP email Attachment 4",31,SMTP
9144,"Multi-OS Shell Shellcode Exploit 3 (TCP)",7,EXPLOIT
4469,"Server Application Shellcode Exploit 16",7,EXPLOIT
9065,"BSD x86 Shell Shellcode Exploit 2 (TCP)",7,EXPLOIT
9680,"Glossword Remote Code Execution",45,"WEB-PHP"
3394,"Server Application Directory Traversal Attack 12",14,MISC
403,"Suspicious IMAP CREATE Command",12,IMAP
6495,"Donald Dick Trojan Activity",2,BACKDOOR
9104,"FreeBSD x86 kldload Shellcode Exploit (TCP)",7,EXPLOIT
5298,"NTP Daemon readvar Buffer Overflow",14,MISC
4210,"DELETE FROM Statement 4 (Possible SQL Injection)",49,"SQL-INJECTION"
7769,"Obfuscated ActiveX Instantiation 7a",61,ACTIVEX
3178,"GdPicture Pro ActiveX Arbitrary File Overwrite",61,ACTIVEX
5013,"Suspicious HTTP User-Agent Header 3",38,"WEB-ATTACKS"
4736,"Oracle DB AUTH_SESSKEY Buffer Overflow 2",67,"DB-ATTACKS"
4006,"BitDefender Antivirus Logging Function Format String Attack",31,SMTP
5611,"HP LoadRunner Virtual User Generator Directory Traversal 3",38,"WEB-ATTACKS"
5357,"Microsoft SMB TRANS Request Buffer Overflow 1 (MS09-001)",19,NETBIOS
5352,"Samba Root File System Security Bypass",19,NETBIOS
4666,"HTTP Client Shellcode Exploit 14",7,EXPLOIT
5232,"Apache httpd mod_include Buffer Overflow",38,"WEB-ATTACKS"
5203,"Suspicious SSH Traffic 1",14,MISC
9149,"NetBSD x86 Shell Shellcode Exploit 1 (TCP)",7,EXPLOIT
9939,"Windows IE Use-After-Free Vulnerability (MS13-047) 5",40,"WEB-CLIENT"
8305,"Light Weight Calendar Remote Command Execution",45,"WEB-PHP"
5513,"Cisco WAP4410N Information Disclosure 1",14,MISC
7547,"Windows IE Use-After-Free Vulnerability (MS13-080) 1",40,"WEB-CLIENT"
2685,"Microsoft Speech API ActiveX Instantiation 1 (MS07-033)",61,ACTIVEX
307,"Destination Unreachable (Host Unreachable)",10,ICMP
6681,"VMware vSphere RetrieveProp DoS 2",38,"WEB-ATTACKS"
9105,"FreeBSD x86 kldload Shellcode Exploit (UDP)",7,EXPLOIT
3141,"HTTP Server Suspicious File Upload 6a",38,"WEB-ATTACKS"
7616,"HTTP Server Shellcode Exploit 28",7,EXPLOIT
7657,"Obfuscated HTML Code 113b",40,"WEB-CLIENT"
9138,"Linux PPC Shell Shellcode Exploit 2 (TCP)",7,EXPLOIT
5417,"IBM Rational Focal Point Information Disclosure 2",38,"WEB-ATTACKS"
5950,"Microsoft Word RTF Handling Buffer Overflow (MS10-087)",62,"BAD-FILES"
3514,"LOIC Low Orbit Ion Cannon DoS Hivemind 2",6,DOS
5243,"LANDesk Management Suite Alert Service Buffer Overflow 1",14,MISC
6794,"Citrix Provisioning Services Buffer Overflow 2",14,MISC
9645,"APT1 Malware Activity 3",87,"COMPROMISED-CERTS"
2489,"SQL Injection Attack 17",49,"SQL-INJECTION"
9764,"MySQL Geometry Query DoS 2",67,"DB-ATTACKS"
6190,"SIP Stress Test Traffic 11a (Missing Transaction Identifier)",37,"VoIP-ATTACKS"
4297,"Client Application Shellcode Exploit 1",7,EXPLOIT
4171,"Symantec Veritas NetBackup vmd Buffer Overflow 1",14,MISC
4643,"CA ARCserve Backup Message Engine Buffer Overflow 4",28,RPC
5188,"Unreal Engine Secure Query Buffer Overflow 1",14,MISC
7235,"XOOPS mydirname Remote Code Execution",45,"WEB-PHP"
9086,"x86 Decoder Shellcode Exploit 3 (UDP)",7,EXPLOIT
4049,"Squid DNS Lookup DoS 2",5,DNS
4510,"Server Application Shellcode Exploit 14",7,EXPLOIT
7239,"Iron Mountain Connected Backup Command Injection",14,MISC
6613,"Server Application Directory Traversal Attack 6",14,MISC
9781,"Samba RPC Code Generator Remote Code Execution 4",19,NETBIOS
5571,"HTTP Client Shellcode Exploit 31",7,EXPLOIT
4342,"SHTTPD POST Request Buffer Overflow",38,"WEB-ATTACKS"
4715,"DD-WRT httpd Remote Command Execution",38,"WEB-ATTACKS"
4002,"Samba symlink Directory Traversal",19,NETBIOS
3071,"Wireshark Lua Script Execution 1",14,MISC
8098,"Apache linefeed DoS",38,"WEB-ATTACKS"
4149,"Windows IE toStaticHTML XSS 1 (MS10-035)",64,XSS
7429,"Horde Groupware Backdoor Access",2,BACKDOOR
4764,"Suspicious Video 3",85,"MEDIA-PLAYERS"
8125,"Suspicious IMAP email Attachment",12,IMAP
8936,"Netscape Enterprise Server Information Disclosure 5",38,"WEB-ATTACKS"
6376,"Cisco ACS Password Reset",38,"WEB-ATTACKS"
5052,"Oracle JRE HotSpot Remote Code Execution 4",84,JAVA
3436,"PostgreSQL Database Datetime Buffer Overflow 2",67,"DB-ATTACKS"
4321,"Oracle Secure Backup Authentication Bypass 1",45,"WEB-PHP"
4805,"IBM Cognos Server Backdoor Account Access 1",2,BACKDOOR
6885,"IBM Tivoli Endpoint lcfd.exe Buffer Overflow 1",14,MISC
8372,"Microsoft Exchange Malformed Calendar Remote Code Execution",31,SMTP
9012,"Novell ZENworks Asset Management Information Disclosure 2",38,"WEB-ATTACKS"
9318,"Microsoft FrontPage bots.cnf Access",38,"WEB-ATTACKS"
3128,"Weevely Backdoor Access 2",2,BACKDOOR
8581,"Oracle Java setPixels Integer Overflow",84,JAVA
6137,"Apache Axis2 Default Account Access 1",2,BACKDOOR
8553,"EMC AutoStart Buffer Overflow 2",14,MISC
8917,"zsh Access",38,"WEB-ATTACKS"
9054,"Windows x86 Reverse Stage Shellcode Exploit (UDP)",7,EXPLOIT
7454,"HTTP Client Shellcode Exploit 35a",7,EXPLOIT
8523,"Suspicious TFTP Traffic 5",9,FTP
7697,"EMC Data Protection Advisor DoS 1",6,DOS
8653,"HTTP Server Remote Code Execution 32",38,"WEB-ATTACKS"
7068,"HP LeftHand Virtual SAN Appliance Remote Code Execution",14,MISC
3412,"CA eTrust Intrusion Detection CallCode ActiveX Instantiation",61,ACTIVEX
8279,"Samba call_trans2open Buffer Overflow 4",19,NETBIOS
6501,"Netspy Trojan Activity",2,BACKDOOR
8927,"Oracle 9iAS Information Disclosure 6",38,"WEB-ATTACKS"
9099,"Windows Briefcase Integer Underflow",19,NETBIOS
4097,"nfs-utils TCP Connection Termination DoS",28,RPC
4548,"Oracle DB SQL Compiler Authentication Bypass",67,"DB-ATTACKS"
4031,"FreeRADIUS Ascend-Send-Secret DoS 1",6,DOS
6483,"Delta Source Trojan Activity 2",2,BACKDOOR
3500,"HTTP Server Remote Code Execution 18",38,"WEB-ATTACKS"
6974,"Cogent DataHub Buffer Overflow 1",83,"SCADA-ATTACKS"
1466,"Microsoft IIS WebDAV Authentication Bypass 1 (MS09-020)",38,"WEB-ATTACKS"
3196,"HLP File HTTP Download",13,INFO
8100,"Headline Portal Engine Remote File Inclusion 2",45,"WEB-PHP"
9088,"x86 Decoder Shellcode Exploit 4 (UDP)",7,EXPLOIT
4367,"HP OpenView NNM Snmp.exe Buffer Overflow",38,"WEB-ATTACKS"
5542,"HP LoadRunner Virtual User Generator Directory Traversal 1",38,"WEB-ATTACKS"
4251,"Microsoft Distributed Transaction Coordinator Memory Corruption (MS05-051)",28,RPC
9502,"Oracle JRE MBeanInstantiator Sandbox Restriction Bypass 2",84,JAVA
7205,"Novell Netware XNFS.NLM Buffer Overflow 2",28,RPC
8134,"Suspicious DHCP Traffic 4",14,MISC
6330,"Quick n Easy FTP Server Login DoS",9,FTP
